"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0014902","GO:0014902","myotube differentiation","56/4762","132/18805",0.424242424242424,1.67532103903376,4.53398486288172,1.26565304858949e-05,0.000634232805459844,0.000523178887587368,"SORT1/ATP11A/DOCK5/NEO1/XK/ADGRB3/CDON/BCL2/MYEF2/CCN3/RBM24/PIEZO1/SMO/AVPR1A/ADAMTS5/B4GALNT2/ADAM12/KCNH1/SIX1/PLEKHO1/SHOX2/CAPN2/ITGB1/CXCL10/TBX1/DOCK1/KLF5/BARX2/PPIF/CAV2/BHLHE41/IL4R/FKRP/PPP3CA/SKI/SIK1/MEF2C/PLEC/MYH9/SIX4/NOTCH1/EHD1/ADGRB1/MMP14/LMOD3/CFLAR/HDAC9/PTGFRN/CYP26B1/MAMSTR/TRIM72/NFATC2/ACTA1/FLOT1/SELENON/RBM38",56
"GO:0060348","GO:0060348","bone development","84/4762","219/18805",0.383561643835616,1.51467381611272,4.46119322599148,1.3078885083055e-05,0.000650236853656768,0.000536380633161677,"ENG/NOTCH2/LOX/DDR2/FOXP1/LIPA/ITGB6/RFLNA/COL13A1/FREM1/PHEX/FGFR2/PLS3/MMP16/PAPSS2/MAP2K6/PDGFC/GJA1/BMP4/HOXB4/TFAP2A/COL3A1/ACP5/XYLT1/RUNX2/ATG9B/GHR/LRRC17/BGN/RIPPLY2/TWIST1/ADAMTS7/HOXA11/FBN1/BNC2/LRRK1/LOC102724560/SBDS/DCHS1/PAPPA2/TGFB3/RARG/EXT1/SHOX2/AXIN2/PDGFA/FOXN3/GLI3/RFLNB/SFRP4/CSGALNACT1/RANBP3L/DHRS3/NAB1/GPR68/GLG1/DLX5/SLC10A7/TGM2/SKI/SH3PXD2B/BMP2/MMP13/MEF2C/SULF1/ANXA2/TRIM45/SMAD1/SLC9B2/MMP14/ECM1/TTC9/MAPK11/CYP26B1/STC1/P2RX5/MEF2D/AKAP13/COL1A1/BGLAP/OSTN/RARB/NPPC/VKORC1",84
"GO:0097091","GO:0097091","synaptic vesicle clustering","13/4762","17/18805",0.764705882352941,3.01980136867851,4.851574625491,1.42437655985198e-05,0.000697171596814372,0.000575097121023875,"NRXN1/BSN/NLGN1/CDH2/SYNDIG1/SYN1/SYN2/BRSK1/BRSK2/PTEN/PCLO/RAB3A/PCDH17",13
"GO:1903729","GO:1903729","regulation of plasma membrane organization","13/4762","17/18805",0.764705882352941,3.01980136867851,4.851574625491,1.42437655985198e-05,0.000697171596814372,0.000575097121023875,"SYTL4/ATP10A/GSN/ATP8B1/AHNAK/CASP7/MYH9/NOX5/ANXA2/XRCC4/RAB3A/ASAP1/SH3GLB1",13
"GO:0001657","GO:0001657","ureteric bud development","45/4762","100/18805",0.45,1.77703695926081,4.53683190909187,1.46931451795228e-05,0.000710921031502696,0.000586439035039151,"EPCAM/TACSTD2/SDC4/SMAD3/ROBO2/EYA1/GPC3/NPNT/FGFR2/GDNF/BCL2/FOXD1/LHX1/BMP4/GREB1L/SMO/ADAMTS16/FGFR1/SFRP1/HOXA11/FMN1/SIX2/FGF2/SIX1/DCHS1/GLI3/CTNNBIP1/SMAD6/GDF11/CITED1/PBX1/TCF21/BMP2/TMEM59L/NOG/SIX4/FGF1/CAT/KIF26B/CRLF1/SMAD1/HES1/PAX8/GZF1/RARB",45
"GO:0048701","GO:0048701","embryonic cranial skeleton morphogenesis","25/4762","45/18805",0.555555555555556,2.19387278921088,4.6691493161792,1.47498661905057e-05,0.000710921031502696,0.000586439035039151,"GRHL2/SMAD3/PRRX1/PAX5/FGFR2/MMP16/LHX1/BMP4/MTHFD1L/TFAP2A/RUNX2/DLX2/TWIST1/SIX2/SIX1/TGFB3/GLI3/HOXA1/TBX1/PDGFRA/SIX4/MMP14/TBX15/HOXA2/WDR19",25
"GO:1901890","GO:1901890","positive regulation of cell junction assembly","49/4762","112/18805",0.4375,1.72767482150357,4.4977646338375,1.60518331747146e-05,0.000767812686857182,0.000633368983640254,"IL1RAP/SDC4/SMAD3/NRP1/CAV1/CLSTN2/CRB3/PTPRD/NRXN1/AMIGO2/CLDN3/SRPX2/NLGN1/ADGRB3/FLRT3/PTPRJ/LINGO2/SLITRK3/GRID2/SLITRK5/SYNDIG1/THY1/COL16A1/IL1RAPL1/SLITRK1/GPRASP3/EPHB1/CBLN1/ST8SIA2/CNTNAP2/AMIGO1/SFRP1/FMN1/TPBG/SLITRK6/IRX3/ARMCX5-GPRASP2/EPHA2/LRTM2/TSC1/NTRK1/NTRK2/NPHP1/ADGRB1/EPHB3/HOPX/DLG5/CUX2/FLOT1",49
"GO:0030326","GO:0030326","embryonic limb morphogenesis","53/4762","124/18805",0.42741935483871,1.68786664589289,4.47512223824869,1.65789579567893e-05,0.000777029565199394,0.000640971990164981,"GRHL2/NOTCH2/DKK1/TGFB2/PRRX1/FRAS1/GPC3/CACNA1C/AFF3/FGF9/FREM2/GJA1/BMP4/TFAP2A/SP8/HOXA10/RUNX2/CRABP2/TWIST1/FGFR1/HOXA11/HOXA9/HAND2/SP9/TBX2/RARG/DLX6/HOXD9/TP63/SHOX2/GLI3/ALX4/ALX3/HOXA13/PBX1/SALL4/DLX5/SKI/FLVCR1/FBN2/NOG/TMEM231/NOTCH1/HOXC10/WNT5A/FZD6/CYP26B1/CHD7/RSPO2/C2CD3/MAP3K20/WDR19/RARB",53
"GO:0035113","GO:0035113","embryonic appendage morphogenesis","53/4762","124/18805",0.42741935483871,1.68786664589289,4.47512223824869,1.65789579567893e-05,0.000777029565199394,0.000640971990164981,"GRHL2/NOTCH2/DKK1/TGFB2/PRRX1/FRAS1/GPC3/CACNA1C/AFF3/FGF9/FREM2/GJA1/BMP4/TFAP2A/SP8/HOXA10/RUNX2/CRABP2/TWIST1/FGFR1/HOXA11/HOXA9/HAND2/SP9/TBX2/RARG/DLX6/HOXD9/TP63/SHOX2/GLI3/ALX4/ALX3/HOXA13/PBX1/SALL4/DLX5/SKI/FLVCR1/FBN2/NOG/TMEM231/NOTCH1/HOXC10/WNT5A/FZD6/CYP26B1/CHD7/RSPO2/C2CD3/MAP3K20/WDR19/RARB",53
"GO:0097061","GO:0097061","dendritic spine organization","40/4762","86/18805",0.465116279069767,1.83673070724632,4.52880352417285,1.66137141751533e-05,0.000777029565199394,0.000640971990164981,"RELN/CTNND2/KIF1A/PTPRD/EPHA4/ZNF804A/NLGN1/PPFIA2/GRIN2B/ITGA3/IL1RAPL1/GPRASP3/EPHB1/ZDHHC15/CDK5R1/INSR/CHRNA7/LRRK2/CTTN/FYN/ARC/ARMCX5-GPRASP2/PTEN/ITPKA/NGEF/ZNF365/CHRFAM7A/DTNBP1/ARHGAP33/EPHB3/LGMN/LZTS3/IGF1R/LRP8/SRCIN1/CUX2/DNM3/PRNP/TIAM1/TANC2",40
"GO:0016339","GO:0016339","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","26/4762","48/18805",0.541666666666667,2.13902596948061,4.60110796747356,1.83460751216285e-05,0.000845948986885783,0.000697823647885377,"CDH1/CDH3/NRXN1/CDH7/NLGN1/CDH2/CDHR3/CDH12/CDH15/CDH11/CDH18/CDH5/DCHS1/CDH9/SELL/PCDHB6/CDH26/FXYD5/PCDHB13/PCDHB16/CDH10/CDH23/CDH6/CDH17/ATP2C1/CDH22",26
"GO:0021879","GO:0021879","forebrain neuron differentiation","36/4762","75/18805",0.48,1.8955060898782,4.52501637843925,1.83552440930238e-05,0.000845948986885783,0.000697823647885377,"NRP1/FOXG1/ROBO1/PAX6/ROBO2/LHX6/ERBB4/BCL11B/PROX1/DCLK2/FGFR2/DISC1/DLX1/DRD2/OPHN1/TOX/CHD5/DLX2/EOMES/ELAVL4/SLC4A10/CNTN2/ATF5/SEMA3E/GBX2/NR2E1/EMX1/DLX5/NHLH2/FEZF2/NDNF/LHX8/WNT5A/HES1/CSF1R/SECISBP2",36
"GO:0072080","GO:0072080","nephron tubule development","45/4762","101/18805",0.445544554455446,1.7594425339216,4.45633905078986,2.00484211634366e-05,0.000917287907434338,0.000756671151157012,"TACSTD2/YAP1/NOTCH2/MTSS1/EYA1/GPC3/NPNT/GDNF/BCL2/FOXD1/LHX1/BMP4/GREB1L/SMO/ADAMTS16/HOXA11/FMN1/SIX2/FGF2/SIX1/DCHS1/IRX3/GLI3/CTNNBIP1/HEYL/CITED1/PBX1/TCF21/BMP2/TMEM59L/MEF2C/WNK4/NOG/SIX4/FGF1/NOTCH1/WNT7B/STAT1/SLC22A1/KIF26B/HES1/PAX8/PKD1/AQP1/GZF1",45
"GO:0001508","GO:0001508","action potential","70/4762","177/18805",0.395480225988701,1.56173995164165,4.37248874197033,2.07029072890156e-05,0.000940418392970106,0.000775751497660351,"DSP/DSC2/DSG2/KCNA1/CAV1/KCNA2/KCNB1/ABCC9/KCNJ3/FGF12/CACNA2D1/CHRNB2/NRCAM/SCN8A/KCND3/KCNG1/HCN1/ANK2/KCNB2/KCNC2/CACNA1C/KCNJ2/DMD/CNR1/SLC8A1/GRIK2/KCNK3/SCN2A/KCND2/SCN3B/KCNN2/GJA1/KCNQ2/NDP/SCN3A/KCNV1/KCNA3/KCNC1/SCN1A/KCNJ11/KCNC4/CACNB4/SLC8A2/RNF207/CXADR/CHRNA1/RYR2/CALM1/KCNH6/HCN2/SCN4B/SCN4A/ATP1A2/KCNC3/SRI/AKAP7/NTRK2/KCNA7/P2RX4/TMEM161B/JUP/KCNA6/GPER1/KCNMB2/BIN1/HCN4/NUP155/FGF13/SLMAP/KCNG3",70
"GO:0006874","GO:0006874","intracellular calcium ion homeostasis","110/4762","306/18805",0.359477124183007,1.41956474595998,4.30898959369371,2.0943275906217e-05,0.000940723927584893,0.000776003533282772,"CYBA/ATP2B4/CAV1/ANXA6/ATP2C2/CEMIP/PLCG1/SNCA/PLCB1/ITPR3/PLCG2/ANK2/PRKD1/SLC24A2/PLCB4/XK/CACNA1C/DMD/CNR1/SLC8A1/MICU1/GRIK2/GPR12/ITPR2/MCU/DISC1/PLCL2/DRD2/BCL2/JPH4/THY1/GSTO1/CHERP/ADORA1/CD40/CDH5/SV2A/ASPH/TMCO1/DRD4/CHRNA7/SLC24A5/MICU3/CACNB4/SLC8A2/ATP7B/GPR3/TRPC6/FGF2/TRPM8/ATP2B3/PDE4D/ERC2/PRKCB/GP1BB/JPH2/ATP13A2/PTK2B/DIAPH1/TCIRG1/ATP2A3/CXCL11/BOK/CXCL10/RYR2/CALM1/LYN/ATP2B2/TMBIM6/F2R/ITGB3/TRPC4/CAV2/ATP1A2/TRPC5/SLC10A7/SRI/UBASH3B/STIM2/TGM2/P2RX7/EDN1/C19orf12/PDPK1/SLC24A3/MCUR1/SYPL2/CLIC2/STC2/TNNI3/CALB2/CLCC1/WNT5A/CORO1A/PTPN6/JPH1/EDN2/SCGN/GPER1/STC1/CDH23/CXCL12/CHD7/ATP2B1/ATP2C1/GHITM/SLC24A4/NPPC/SELENON/P2RY6",110
"GO:0043954","GO:0043954","cellular component maintenance","38/4762","81/18805",0.469135802469136,1.85260368866697,4.47796061291754,2.10076138405876e-05,0.000940723927584893,0.000776003533282772,"SORT1/SHANK2/F2RL1/MTSS1/BSN/CLDN3/ZNF804A/RIMS1/PLXNA4/ADGRB3/RIMS2/PPFIA2/GRIN2B/ITGA3/RIMS4/C1QL1/OPHN1/CBLN3/PLEKHA7/CBLN1/INSR/RIMS3/CTTN/FYN/ERC2/ITPKA/KIFC3/PARD6A/F2R/ITGB3/PJVK/TJP1/PCLO/RAB3A/CSF1R/IGF1R/CAMSAP3/PRNP",38
"GO:0043200","GO:0043200","response to amino acid","55/4762","131/18805",0.419847328244275,1.65796493230441,4.40057661958121,2.1592537628338e-05,0.000960107623840324,0.000791993151853346,"NQO1/EGFR/TUBA1A/ASS1/MYD88/MEAK7/KCNB1/COL1A2/SESN3/BCL11A/ZEB1/HCN1/SLC1A2/CPEB1/PDGFD/PDGFC/COL16A1/COL4A6/COL3A1/RRAGD/AMIGO1/MMP2/FGF21/PTGS2/SESN1/FYN/SIX1/CDO1/CASTOR3P/CAPN2/SOCS1/MIR762/LYN/CYBB/TMBIM6/SLC38A9/COL5A2/EDN1/PDGFRA/NTRK2/UFL1/PNPLA3/DNMT1/SPAAR/ALAD/SH3BP4/SESN2/GRIN1/IGF1R/HNRNPD/STAMBPL1/PCNA/COL1A1/TOMM20/GCLC",55
"GO:0021872","GO:0021872","forebrain generation of neurons","39/4762","84/18805",0.464285714285714,1.83345083098338,4.45805040159527,2.21963459096994e-05,0.00098005404247442,0.000808446960332666,"NRP1/FOXG1/ROBO1/PAX6/ROBO2/LHX6/ERBB4/BCL11B/PROX1/DCLK2/FGFR2/DISC1/DLX1/DRD2/OPHN1/TOX/CHD5/DLX2/FGFR1/EOMES/ELAVL4/SLC4A10/DCT/GLI3/CNTN2/ATF5/SEMA3E/GBX2/NR2E1/EMX1/DLX5/NHLH2/FEZF2/NDNF/LHX8/WNT5A/HES1/CSF1R/SECISBP2",39
"GO:0048736","GO:0048736","appendage development","74/4762","190/18805",0.389473684210526,1.53802029222573,4.34044047934202,2.2725242338984e-05,0.000982788904988662,0.000810702949483004,"ITGA6/GRHL2/NOTCH2/DKK1/TGFB2/PRRX1/FRAS1/PLXNA2/GPC3/CACNA1C/FGFR2/AFF3/FGF9/FREM2/GJA1/BMP4/TFAP2A/SMOC1/COL3A1/SP8/HOXA10/RUNX2/IRF6/CRABP2/KDF1/KREMEN1/TWIST1/ASPH/FGFR1/HOXA11/FMN1/HOXA9/ERRFI1/HAND2/SP9/TBX2/RARG/DLX6/HOXD9/EXT1/TP63/SHOX2/GLI3/ALX4/ARK2C/SLC7A11/ALX3/HOXA13/PBX1/SALL4/DLX5/ZNF219/SKI/FLVCR1/FBN2/PRKAB1/NOG/TMEM231/B4GALNT1/NOTCH1/HOXC10/WNT5A/FZD6/CYP26B1/SPG21/IQCE/CHD7/RSPO2/C2CD3/MAP3K20/WDR19/ZNRF3/RARB/BBS7",74
"GO:0051897","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","74/4762","190/18805",0.389473684210526,1.53802029222573,4.34044047934202,2.2725242338984e-05,0.000982788904988662,0.000810702949483004,"EGFR/ENG/F2RL1/ERBB3/RELN/TGFB2/DDR2/VAV1/TSPYL5/NRXN1/HGF/ERBB4/PRKD1/NTS/MTDH/NTRK3/IRS1/PTPRJ/TCF7L2/PDGFD/PROS1/PRR5/PDGFC/IGFBP5/NDP/INSR/VAV3/FGFR1/IL18/IRS2/TPBG/FGF2/HIP1/UNC5B/THBS1/GRM2/PDGFA/PIK3AP1/PTK2B/ITGB1/PRR5L/SEMA3E/F2R/NTRK1/WNT16/PINK1/CPNE1/PDPK1/TXN/PDGFRA/NTRK2/MST1R/P2RX4/SESN2/CAT/STK3/GAS6/NKX3-1/VAV2/CSF1R/TMEM100/MIR21/PTPN6/IGF1R/GPER1/GCNT2/ARRB2/RASD2/C1QTNF12/PDGFB/JAK2/ADAM8/PPARD/SPRY2",74
"GO:0060173","GO:0060173","limb development","74/4762","190/18805",0.389473684210526,1.53802029222573,4.34044047934202,2.2725242338984e-05,0.000982788904988662,0.000810702949483004,"ITGA6/GRHL2/NOTCH2/DKK1/TGFB2/PRRX1/FRAS1/PLXNA2/GPC3/CACNA1C/FGFR2/AFF3/FGF9/FREM2/GJA1/BMP4/TFAP2A/SMOC1/COL3A1/SP8/HOXA10/RUNX2/IRF6/CRABP2/KDF1/KREMEN1/TWIST1/ASPH/FGFR1/HOXA11/FMN1/HOXA9/ERRFI1/HAND2/SP9/TBX2/RARG/DLX6/HOXD9/EXT1/TP63/SHOX2/GLI3/ALX4/ARK2C/SLC7A11/ALX3/HOXA13/PBX1/SALL4/DLX5/ZNF219/SKI/FLVCR1/FBN2/PRKAB1/NOG/TMEM231/B4GALNT1/NOTCH1/HOXC10/WNT5A/FZD6/CYP26B1/SPG21/IQCE/CHD7/RSPO2/C2CD3/MAP3K20/WDR19/ZNRF3/RARB/BBS7",74
"GO:0045216","GO:0045216","cell-cell junction organization","84/4762","222/18805",0.378378378378378,1.49420525103011,4.31336091000985,2.35669826502707e-05,0.00101225801669258,0.000835012031174647,"TJP2/CLDN4/DSP/CDH1/CDH3/PERP/F2RL1/GRHL2/MARVELD2/SMAD3/PKP3/TGFB2/DSG2/CAV1/MTSS1/JAM3/MPDZ/EPHA4/CLDN3/ANK2/CDH7/UGT8/CDH2/TJP3/PTPRO/CDHR3/CDH12/CDH15/CDH11/SVEP1/GJA1/MPP7/CDH18/PLEKHA7/CDH5/CNTNAP2/PRKCA/CLDN23/AMOT/RAMP2/ACTG1/VCL/LSR/TGFB3/ADAM10/CXADR/IRX3/EXT1/F11R/EPHA2/PATJ/CLDN22/CDH9/CLDN7/KIFC3/PARD6A/XIRP2/F2R/IL1B/FKRP/NPHP1/GRHL1/CDH26/CLDN11/PLEC/AFDN/NUMBL/JUP/TJP1/PECAM1/HOPX/CSF1R/CDH10/OCLN/DLG5/CAMSAP3/CDH6/MYO1C/PRKCH/CDH17/CDH22/PARD3/NUMB/SNAI2",84
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","64/4762","159/18805",0.40251572327044,1.5895229265226,4.34706656610875,2.41214549847876e-05,0.00102666151406148,0.000846893481749194,"ESRP2/ENG/TACSTD2/YAP1/NRP1/MET/EYA1/CELSR1/GPC3/NPNT/FGFR2/FOXA1/GDNF/BCL2/FOXD1/LHX1/BMP4/GREB1L/SMO/ADAMTS16/NFATC4/HOXA5/HOXA11/GLI2/TBX20/SIX2/CSMD1/FGF2/SIX1/DCHS1/TBX2/EXT1/GLI3/CTNNBIP1/EPHA2/CTSH/SEMA3E/GBX2/TIMELESS/CITED1/PBX1/TCF21/EDN1/BMP2/TMEM59L/NOG/SIX4/FGF1/NOTCH1/CSF1/WNT5A/MMP14/ESR1/NKX3-1/AREG/PAX8/RBM15/DLG5/FKBPL/PKD1/RSPO2/GZF1/RASIP1/SPRY2",64
"GO:0017157","GO:0017157","regulation of exocytosis","72/4762","184/18805",0.391304347826087,1.54524952979201,4.3280530964834,2.42275206834273e-05,0.00102666151406148,0.000846893481749194,"SYTL4/ANXA1/SDC4/RAC2/F2RL1/ADORA2B/VAMP8/SCAMP5/SYT17/SYT2/KCNB1/SNCA/SYT11/SYT13/SYT4/CPLX2/RIMS1/NLGN1/RIMS2/PPFIA2/VSNL1/SYT15/RIMS4/ADRA2A/RPH3A/SYT6/SYN1/SLC4A8/IL1RAPL1/RAPGEF4/CADPS/SYT12/CDK5R2/CSPG5/LRRK2/RIMS3/RAB3C/CACNB4/STXBP2/RAB5A/PFN2/GAB2/SYT10/PRKCB/GNAI2/ATP13A2/ATP9A/LYN/RAB27B/IL4R/STXBP6/SYT8/ADGRE2/PDPK1/SYT1/ZP3/RAB37/DTNBP1/NOTCH1/SEPTIN5/ANXA2/SEPTIN1/UNC13D/SYK/PCLO/SPHK2/RAB3A/SEPTIN4/LAMP1/CBARP/FBXL20/ITGB2",72
"GO:0043269","GO:0043269","regulation of monoatomic ion transport","159/4762","472/18805",0.336864406779661,1.33026778023762,4.23165551973554,2.43995185328271e-05,0.00102705706677514,0.000847219773336341,"VMP1/CYBA/ATP2B4/CAV1/ATP2C2/ABCC9/KCNJ3/CEMIP/FGF12/KCNJ6/ATP8B1/CACNA2D1/RGS4/PLCG1/SNCA/CNTN1/KCNG1/ANK2/PRKD1/FXYD6/LGALS3/KCNC2/AHNAK/CACNA1C/KCNJ2/DMD/PDE4B/CNR1/NKAIN1/OPRD1/SLC8A1/GRIN2B/UTRN/ADRA2A/DRD2/BCL2/KCNJ14/JPH4/SCN3B/KCNN2/WNK3/ADCYAP1R1/THY1/GSTO1/NOS3/CNKSR3/ADORA1/NKAIN3/BEST3/SPTBN4/STAC2/STOM/MYLK/TESC/AMIGO1/KCNJ4/PTGS2/HTR1A/KCNC1/ASPH/KCNJ11/CACNB4/FGF14/CXCR4/KCNAB3/FYN/TMC1/TRPC6/PDE4D/WNK2/CHP1/CAMK2G/GNAI2/JPH2/PRKG2/PTK2B/DIAPH1/TCIRG1/ADRB2/CXCL11/ITGB1/CXCL10/RYR2/CALM1/SERPINE2/LYN/TACR2/BEST1/TMBIM6/F2R/ITGB3/SCN4B/TRPV3/PLPP4/PPIF/CACNG6/CRHR1/ATP1A2/SRI/UBASH3B/STIM2/GCK/PPP3CA/ACTN2/P2RX7/NKAIN2/EDN1/CTSS/PDPK1/CD4/AKAP7/RGS9/P2RX4/CLIC2/SIK1/CRBN/SLC31A2/MMP9/GABRE/WNK4/STC2/RIPK1/FXYD5/KCNIP1/TMC2/PSEN2/PDZK1/GRIN1/CORO1A/SPHK2/HES1/TCAF1/MIR21/PTPN6/ATPSCKMT/JPH1/FXYD3/FXYD2/GPER1/STC1/P2RX5/BIN1/FHL1/CXCL12/CBARP/G6PD/CHD7/MCHR1/ATP2B1/KCNIP3/PRNP/PDGFB/SELENON/FGF13/SLMAP/KCNG3/KCNN4/GRIN2C/P2RY6",159
"GO:0045666","GO:0045666","positive regulation of neuron differentiation","43/4762","96/18805",0.447916666666667,1.76880993630127,4.39763505146547,2.59174839153028e-05,0.00108372843338558,0.00089396800566691,"SOCS2/DKK1/FOXG1/NEUROD1/PAX6/TCF4/BRINP1/NRCAM/ZEB1/SOX11/PROX1/DMD/CDON/FOXA1/VWC2/DLX1/RNF112/NEUROD2/BMP4/HOXD3/ZC4H2/DLX2/MAP1B/FGFR1/NKX2-2/ARHGEF2/GPRC5B/FGF2/IRX3/ADRA2C/BEND6/HEYL/VWC2L/TRPC5/CPNE1/FEZF2/ETV5/BMP2/BRINP3/MEF2C/CXCL12/KDM4A/NKX6-1",43
"GO:0140058","GO:0140058","neuron projection arborization","21/4762","36/18805",0.583333333333333,2.30356642867143,4.55883337909949,2.62668716070267e-05,0.00109111202188662,0.000900058730689529,"TUBA1A/NRP1/PAK6/NTNG1/NLGN1/SULT4A1/IGF2BP1/PHACTR1/CHRNA7/LRRK2/TPBG/GRIP1/NTNG2/MFSD2A/PTN/ZNF365/FZD4/CHRFAM7A/VPS13A/WNT5A/BCL7A",21
"GO:0060993","GO:0060993","kidney morphogenesis","44/4762","99/18805",0.444444444444444,1.75509823136871,4.3865234378857,2.65828113254106e-05,0.00109701876280158,0.000904931203564716,"TACSTD2/FRAS1/ERBB4/EYA1/GPC3/NPNT/GDNF/BCL2/FOXD1/SOX4/LHX1/BMP4/GREB1L/SMO/ADAMTS16/LRRK2/HOXA11/FMN1/SIX2/FGF2/SIX1/DCHS1/IRX3/GLI3/CTNNBIP1/GCNT3/CITED1/PBX1/TCF21/PPP3CA/BMP2/TMEM59L/GCNT1/WNK4/NOG/SIX4/FGF1/WNT7B/STAT1/KIF26B/HES1/PAX8/PKD1/GZF1",44
"GO:0048565","GO:0048565","digestive tract development","57/4762","138/18805",0.41304347826087,1.63109672589157,4.33299387778406,2.73603321908908e-05,0.00112177361982652,0.00092535149474045,"EGFR/YAP1/SMAD3/TGFB2/COBL/ASS1/CLMP/SOX11/FGFR2/BCL2/PDGFC/FGF9/COL3A1/HLX/SMO/HOXA5/RCBTB2/SFRP1/GLI2/NKX2-2/DACT1/SIX2/PTK6/DCHS1/FOXE1/TGFB3/CBFA2T2/EXT1/TP63/SHOX2/GATA6/PDGFA/GLI3/ALX4/GATA4/SCT/KLF5/HOXA13/CDKN1A/TCF21/PDGFRA/RB1/FOXL1/RARRES2/IL6ST/SOX10/NOTCH1/TIGAR/WNT5A/EPHB3/HES1/NKX3-2/PKD1/RARB/BBS7/GLI1/ID2",57
"GO:0001823","GO:0001823","mesonephros development","46/4762","105/18805",0.438095238095238,1.73002539949201,4.36819166420795,2.76055634725465e-05,0.0011245259855849,0.000927621922323669,"EPCAM/TACSTD2/SDC4/SMAD3/ROBO2/EYA1/GPC3/NPNT/FGFR2/GDNF/BCL2/FOXD1/LHX1/BMP4/GREB1L/SMO/ADAMTS16/FGFR1/SFRP1/HOXA11/FMN1/SIX2/FGF2/SIX1/DCHS1/GLI3/CTNNBIP1/SMAD6/GDF11/CITED1/PBX1/TCF21/BMP2/TMEM59L/NOG/SIX4/FGF1/CAT/KIF26B/CRLF1/SMAD1/HES1/PAX8/PKD1/GZF1/RARB",46
"GO:0021885","GO:0021885","forebrain cell migration","32/4762","65/18805",0.492307692307692,1.94410881013149,4.44000852795823,2.78266308670818e-05,0.00112626504676125,0.000929056474563567,"EGFR/RELN/FOXG1/ROBO1/LHX6/BMERB1/DISC1/DRD2/POU3F2/CCDC141/NRG3/COL3A1/DIXDC1/CDK5R1/CDK5R2/LRRK2/CXCR4/LAMB1/GLI3/CNTN2/NR2E1/SRGAP2C/WDR47/ADGRG1/MDGA1/FEZF2/SOCS7/SRGAP2/CXCL12/LRP8/SUN1/FGF13",32
"GO:0003206","GO:0003206","cardiac chamber morphogenesis","54/4762","129/18805",0.418604651162791,1.65305763652169,4.33405385561726,2.82086481200823e-05,0.0011309277091833,0.000932902706606699,"DSP/ENG/ADGRG6/GRHL2/NOTCH2/NRP1/TGFB2/PARVA/ROBO1/POU4F1/ROBO2/ZFPM2/SOX11/PROX1/FGFR2/ADAMTS1/FZD1/SOX4/CPE/NOS3/BMP4/SMO/TGFBR3/FHL2/TBX20/DNAH11/HAND2/TBX2/HEY2/SHOX2/GATA6/GSK3A/GATA4/TBX1/MESP1/RYR2/SMAD6/DHRS3/TNNT2/HEYL/BMP2/MEF2C/NOG/FGFRL1/NOTCH1/TNNI3/COL11A1/HES1/RBM15/NRG1/ADPRHL1/CHD7/EGLN1/RARB",54
"GO:1903305","GO:1903305","regulation of regulated secretory pathway","53/4762","126/18805",0.420634920634921,1.6610751118311,4.33559930020913,2.83856300076419e-05,0.0011309277091833,0.000932902706606699,"RAC2/F2RL1/ADORA2B/VAMP8/SCAMP5/SYT17/SYT2/KCNB1/SYT11/SYT13/SYT4/RIMS1/NLGN1/RIMS2/PPFIA2/SYT15/RIMS4/ADRA2A/RPH3A/SYT6/SYN1/SLC4A8/SYT12/CDK5R2/CSPG5/LRRK2/RIMS3/CACNB4/STXBP2/RAB5A/PFN2/GAB2/SYT10/PRKCB/GNAI2/LYN/IL4R/SYT8/ADGRE2/PDPK1/SYT1/ZP3/DTNBP1/NOTCH1/SEPTIN5/UNC13D/SYK/SPHK2/RAB3A/LAMP1/CBARP/FBXL20/ITGB2",53
"GO:0032355","GO:0032355","response to estradiol","51/4762","120/18805",0.425,1.67831268374633,4.34074105334117,2.85497736462995e-05,0.0011309277091833,0.000932902706606699,"NQO1/SOCS2/ITGA2/EGFR/ASS1/SSTR2/POU4F1/PTGFR/FOXA1/DRD2/MBD3/IGFBP2/ADCYAP1R1/TH/CRYAB/SSTR1/GHR/MMP2/MAP1B/PTGS2/KCNJ11/SFRP1/TXNIP/CASP8/ERRFI1/NRIP1/OPRL1/DHH/POSTN/NR2F2/RGS9/ARPC1B/MBD2/RUVBL2/CCNA2/CYP1B1/NCOR2/CAT/ESR1/AREG/CFLAR/CCDC62/IGF1R/KAT5/GPER1/HNRNPD/PCNA/H2AZ1/CASP9/COL1A1/MMP15",51
"GO:0021554","GO:0021554","optic nerve development","15/4762","22/18805",0.681818181818182,2.69248024130426,4.62532588708094,2.87872486464981e-05,0.0011309277091833,0.000932902706606699,"KCNA1/KCNA2/CHRNB2/SCN8A/KCNC2/EPHB1/NDP/KCNA3/KCNC1/NKX2-2/EXT1/GLI3/TCIRG1/NAV2/RPL24",15
